2058;M;Baltazar Lurifax;NFO n 09 22;...;NRR RX 50762;102964;102965
2090;F;Chico Nova's Dixie;NFO n 23;...;FD LO 44825;1071;2920
2093;F;DK Hagsten's Sally;NFO n 09 23;21-10-1992;FD LO 69397;15915;24293
2097;M;DK Greatest Hits Sigurd;NFO n 09 23;19-09-1993;FD LO 73527;30948;30015
2101;M;Frigg av Baune;NFO d 09 23;...;NRR RX 51614;995;21985
2122;M;DK Guillamore's Viggo;NFO n;20-11-1995;FD LO 83035;22951;67671
2151;M;Trippel;NFO f 09 23;...;NRR RX 51282;102964;102965
2152;F;Goya;NFO n 09 23;...;NRR RX 50434;102964;102965
2153;M;Høvedmannsgård Samurai;NFO n 23;...;NRR RX 51888;2679;2049
2155;M;S*Frostabäcken's Fio Falconetti;NFO ns 09;...;SVERAK RX 59557;1075;3527
2158;M;FIN*Eddan Adolf;NFO n 09 22;...;SRK LO 8565;4766;22296
2219;M;Lado Snøkongen;NFO w;...;NRR RX 52002;1404;1402
2232;F;Jakobellas Pillerill;NFO n 23;...;NRR RX 50269;;
2243;F;DK Kontikkis India;NFO ns 09 23;19-08-1993;FD LO 73169;30441;30442
2251;M;Mjavos Sarastro;NFO n 22;...;NRR RX 50188;8917;8935
2257;M;DK Hopeless Tribes Goran;NFO w;27-08-1991;1.DEKZV 173262;15451;27025
2262;F;(N)Ollendorff's Turbo Pascalina;NFO n 09 22;...;NRR RX 53958;40818;56438
2264;F;DK Thunø's Bianca;NFO n 09 23;27-03-1991;FD LO 62941;6703;6855
2324;F;Ingrid Sletten Felis Jubatus;NFO w 61;10-05-1991;FD LO 62972;19168;70959
2346;M;FIN*Tähtiyön Alfa;NFO n 09;27-04-1993;FD LO 74468;16588;20845
2357;M;DK Mifan's Oliver;NFO a 09;24-06-1990;FD RX 6656;13655;28769
2547;F;DK Skjoldunge's Liv;NFO n 09 23;07-06-1989;FD LO 55698;21779;10393
2669;F;DK Hopeless Tribes Cremé de Menthe;NFO w 62;25-03-1993;FD RX 8739;10784;27025
2679;M;Lian Abjatar;NFO n 23;...;NRR RX 50930;5544;12936
2680;F;Iris av Thorndike's Minde;NFO n 09;...;NRR RX 50571;;
2683;M;DK Colmorn's Cæsar;NFO n 09;24-07-1990;FD LO 59924;9651;15564
2685;M;Torvmyra's Feliciano Esquivel;NFO ns 09 23;...;NRR RX 50643;15513;5519
2701;F;DK Napsigals Afrodite;NFO f 09 23;20-07-1988;FD RX 5648;17488;24498
2705;F;Gudrun Natsol Felis Audax DK;NFO n 09 22;05-07-1991;FD LO 64020;14853;20427
2708;F;Froja Anak Mas;NFO n 09 22;...;FE.L84.NF.005.3;15120;12742
2711;F;DK Mifan's Tia;NFO fs;05-07-1990;FD LO 59782;18728;39950
2739;M;DK Åhusenes Raphael;NFO d 09 23;22-06-1991;FD LO 64618;26283;32558
2755;M;DK Grandezza's I'm The Candy Flossman;NFO n 09 23;25-02-1996;FD LO 84605;19175;62074
2760;M;Harvey's Effort;NFO a 09;14-03-1992;FD LO 66915;8959;10309
2814;M;S*Häxan's Avus;NFO n 09 23;...;SVERAK RX 55364;25684;5118
2818;M;DK Mifan's Miki;NFO a 09;24-06-1990;FD RX 6657;13655;28769
2828;M;Colosseums Casco;NFO n 09 23;...;NRR RX 50437;8208;9874
2829;M;Torvmyra's Gorkij;NFO n 09;...;NRR RX 50742;15513;14867
2831;F;Seidemann's Gyrid;NFO f 09 22;...;NRR LO 61013;15492;1460
2910;M;Burre av Hogloft;NFO n 09 23;...;XX 402;;
2913;M;T - Chess;NFO n 09;...;FE.R86.NF.N.04;;
2920;F;Sigges Honey;NFO n 09 23;...;SVERAK RX 50177;31305;693
2931;M;Casanova Felis Jubatus;NFO w 61;23-04-1991;FD RX 7250;35105;37645
2946;F;Caroline;NFO f 23;...;NRR RX 52623;102964;102965
2972;F;DK Sekita's Céline;NFO fs;07-11-1996;FD LO 87999;29180;39841
3003;F;Tigerstaden's Donna;NFO f;14-02-1988;FD RX 5353;9772;3256
3032;M;DK Bella Vista's Albert;NFO n 09 23;28-08-1991;FD LO 64643;6263;15729
3039;F;Trollfjell's Miranda;NFO f;...;NRR RX 51561;16391;16392
3049;M;DK Skomagerbakken's Thalfe;NFO n 23;22-07-1988;FD LO 55934;17591;27318
3072;F;Westerblad;NFO f 09;...;SVERAK RX 56058;;
3117;M;DK Grandezza's Roland The Roadie;NFO n 09 23;22-06-1991;FD LO 63942;19175;39132
3205;M;DK Dansbjergs Hjalmar;NFO n 09;27-03-1998;FD LO 94168;62177;9236
3240;M;Aquarius Henry av Dungeriann;NFO n 09;...;NRR RX 51020;;
3246;F;Pamara Lady;NFO f;...;NRR RX 51033;;
3256;F;Pan's Tiffany;NFO f 09;...;NRR RX 52717;40818;6115
3257;M;Bacchus av Jerpefaret;NFO n 09;...;NRR RX 50829;;
3259;M;Otto Herre Felis Jubatus;NFO a 09 23;29-07-1990;FD LO 60072;30948;26129
3289;M;Kianda's Max;NFO n 23;12-11-1987;FD RX 5251;9731;9794
3353;M;Løvetangens Monty;NFO n 09;...;NRR RX 50770;;4762
3354;M;Enebackens Isak;NFO n 09 22;...;SVERAK RX 50798;12023;8062
3359;M;Eilert Løvborg Felis Jubatus;NFO n 09 23;22-06-1990;FD RX 6713;30859;37645
3365;F;Trollsaga's Springtime;NFO f 09;...;NRR RX 51572;;
3369;F;Torv Hede's Malaika;NFO n 09 23;...;FE.L85.NF.004.1;17581;17582
3370;M;Pan's Tingo;NFO d 09 22;...;SRK RX 7249;15509;6115
3371;M;Torvmyra's Onedin;NFO n 09;...;FE.R83.NF.N.04;6111;14867
3372;F;(N)Flatland's Bolarisa;NFO n 09;27-03-1989;FD RX 6031;40818;15491
3374;M;Thorbjørn Granliden Felis Jubatus;NFO n;29-07-1990;FE.L90.NF.DK.06;30948;26129
3398;F;Malin;NFO n 09 23;...;NRR RX 51460;;
3411;M;Christiania's Rufus;NFO as 23;...;NRR RX 50486;31256;8201
3427;M;DK Starkad's Killara;NFO n 09;03-01-1998;FD LO 93003;46024;69024
3462;M;DK Deleuran's Bacchus;NFO w;11-08-1991;FD LO 64361;37644;30263
3478;M;DK Torghattens Cæsar;NFO ds;14-07-1991;FD RX 7484;13655;15304
3499;M;Dovregubbens Chaldur;NFO n 09;...;FD RX 3730;6429;4292
3510;F;Torvmyra's Kalinka Blue;NFO a 09;...;FD RX 3298;12338;5519
3514;M;Trønderskogens Gilbert;NFO n;...;FD RX 4942;4043;3880
3527;F;Isabella;NFO f 09 23;...;SVERAK RX 55394;;
3555;F;DK Tilia Nova's Anna Lyse;NFO d 09 23;06-03-1993;FD RX 8620;12061;61215
3600;F;DK Artemis's Ziki;NFO n 09 23;06-05-1992;FD LO 67747;4766;31908
3691;F;Nipa Burtint Felis Jubatus;NFO a;13-07-1992;FD LO 68050;37644;26129
3705;F;Trolga Triola;NFO n 09 23;05-08-1992;FD LO 69268;10228;24115
3728;M;Dovregubbens Tjalve;NFO ns 09 23;...;FD RX 3773;14920;14870
3795;M;DK Niflheim's Wolfgang A. Mozart;NFO n 09 23;17-07-1993;FD LO 73714;9859;31349
3872;M;DK Skovtrolden's Atle;NFO ns 22;13-04-1989;FD RX 5867;54147;20264
3874;M;DK Gralegaard's Atle;NFO d 09 23;21-11-1991;FD LO 65976;18228;18230
3876;M;DK Baobab's Thuja;NFO n 09 23;24-02-1992;FD LO 66505;25029;33271
3880;F;Torvmyra's Sarah Annot;NFO n;...;NRR RX 51579;6558;14867
3882;F;Torvmyra's Graciella;NFO n 09 23;...;NRR RX 50744;15513;14867
3918;M;Åsvangens Osiris;NFO n 09;...;NRR RX 52591;95967;15510
3938;F;DK Ascat's Abelona;NFO n 09;16-09-1994;FD LO 78046;36379;41297
3967;F;Torvmyra's Erica;NFO f 09 22;08-08-1986;FD RX 4709;2101;14867
3973;F;Chrissy av Myre;NFO f 09;...;SVERAK RX 56790;21445;18217
3987;M;Trollfjell's Blåmann;NFO ns;...;NRR RX 54253;16246;16393
3990;F;Bitteline av Huldrepus;NFO n 09 22;...;NRR RX 50806;12016;2680
3994;F;DK Skovløberen's Sifka;NFO ns 09;04-12-1990;FD LO 61148;33286;49554
4043;M;Sylvester;NFO w;...;NRR RX 52540;;
4044;M;Pelle;NFO d 09;...;NRR RX 50543;;
4048;M;Blåmann av Skogåsen;NFO a 23;...;NRR RX 51781;21445;18209
4125;M;Felix av Årolilja(N);NFO n 09 23;...;NRR RX 53404;;
4149;M;Bamse av Myre;NFO d 09 23;...;NRR RX 51439;;6691
4159;M;DK Dansbjergs Calle;NFO n 23;14-06-1993;FD LO 72221;52852;34904
4178;F;Kianda's Søde Hansine;NFO n 23;29-06-1990;FD RX 6612;1424;9794
4201;M;DK Mifan's Janus;NFO ns;05-07-1990;FD LO 59784;18728;39950
4214;M;Charlie Boy af Lagoun DK;NFO n 23;08-07-1994;FD LO 78170;32759;37840
4238;F;Susi;NFO f 09;...;NRR RX 51610;;
4242;F;Gråpus;NFO n 23;...;NRR RX 52899;102964;102965
4292;F;Norwegian Wood's April Dream;NFO n 09 23;...;FD 1415 K;;
4321;M;Bjønnåsens Basse;NFO n 09;...;NRR RX EXP 91;;
4333;F;Sølvi;NFO ns 23;...;XX 705;;
4373;F;DK Åhusenes Conchita;NFO n 09;14-07-1991;FD LO 65004;15446;32557
4434;M;DK Sakidan Ramses;NFO n;18-09-1992;FD RX 8431;10784;9804
4445;F;DK Family's Molly;NFO n 22;06-03-1994;FD LO 75458;34209;45648
4449;F;Freja Felis Audax DK;NFO n 23;27-07-1991;FD LO 64023;4766;22296
4455;F;DK Dansbjergs Netty;NFO n 09 23;13-12-1994;FD LO 79112;52852;36385
4499;F;Harvey's Røskva;NFO f 09 23;25-07-1990;FD LO 61095;13129;14923
4500;F;DK Hallingdal's Andante;NFO g 09;23-08-1991;FD LO 64549;5637;8957
4518;F;Brannfjells Dolly;NFO n 09;...;FD RX 2019;6690;9733
4543;F;DK Hallingdal's Andantino;NFO g 09;23-08-1991;FD LO 64550;5637;8957
4557;F;DK Feles Ferox Fnina;NFO f 09 23;05-03-1991;FD LO 62573;6658;5796
4587;F;Nøste;NFO f 09 22;...;NRR RX 51213;;
4606;M;DK Torghattens Kolbjørn;NFO ns 09;14-07-1991;FD RX 7485;13655;15304
4612;F;Pussi;NFO n 09;...;NRR RX 51629;102964;102965
4642;M;Pan's Sylvester;NFO n 09;...;NRR LO 60027;7182;9824
4761;F;Lotte;NFO f 09;...;NRR RX 50086;;
4762;F;Maxie;NFO n 09;...;NRR RX 50758;;
4766;M;FIN*Satukissan Rudolf;NFO n 09 23;27-05-1985;FD LO 61802;8061;5276
4787;F;DK Torghattens Nette;NFO ns 09;...;FD LO 45468;33559;7426
4852;F;Gjervfjellet Bitten;NFO n 22;...;NRR RX 51185;106133;7952
4909;M;DK Vossevangen's Nicolaj;NFO n 09;31-05-1991;FD LO 62897;20784;17793
4973;M;DK Leonides Jokum;NFO n 09;27-05-1993;FD LO 71942;6263;69705
4990;F;Ratchasima's Cindi;NFO f 09 23;30-11-1992;FD RX 8534;12061;41891
4997;M;Sven Aslejvsson Felis Jubatus;NFO n 09 22;01-06-1992;FD LO 67258;30948;43640
5010;M;DK Deleuran's Figaro;NFO ns 09 23;27-06-1994;FD LO 76747;31065;37430
5049;F;DK Åhusenes Lærke;NFO f 09 23;14-07-1991;FD LO 65002;15446;32557
5052;M;Professor Thurmann Felis Jubatus;NFO n 23;29-07-1990;FD LO 60071;30948;26129
5054;M;DK Feles Ferox Elmer Fjot;NFO n 09;12-07-1990;FD LO 60249;19168;5796
5065;M;DK Vossevangen's Torbjørn;NFO n 09;07-05-1992;FD LO 67014;20784;17793
5118;F;Sigges Happy Emelie;NFO f 09 23;...;SVERAK RX 50176;;
5127;F;DK Hallingdal's Allegro;NFO g 09;23-08-1991;FD LO 64551;5637;8957
5130;F;Mjavos Salicath;NFO n 09 22;...;XX 403;;
5252;M;Tigerstadens Amadeus;NFO n 09 22;...;NRR RX 51865;15508;17095
5253;M;DK Skomagerbakken's Ludvig;NFO a 09 23;22-10-1990;FD LO 61910;3049;15295
5270;M;Tolder Knagsted Felis Audax DK;NFO w 61;26-09-1990;FD LO 60988;19168;20427
5272;F;Jakobellas Artemis;NFO n 23;...;NRR RX 50563;8208;2232
5275;F;Miss Norway;NFO ns 09;...;NRR RX 51606;102964;102965
5276;F;Afrodite av Æsene, DM;NFO n 09 23;...;SRK RX 6221;10953;84781
5320;F;Wienne av Benjano(N);NFO f;16-08-1990;FD LO 68207;21990;21988
5365;F;Mjavo Flux;NFO n 23;...;NRR RX 50286;22983;7539
5425;F;DK Feles Ferox Anna Karenina;NFO a 23;04-06-1987;FD RX 4959;14873;5796
5471;M;Harvey's Ebahir;NFO n 09;26-09-1990;FD LO 61100;13129;10309
5519;F;Tussi;NFO n 09;...;NRR RX 50179;102964;102965
5539;M;Fius;NFO d 22;...;NRR RX 50824;;
5544;M;Charlie;NFO n 23;...;NRR RX 50854;;
5545;F;Bodil av Tofteberg;NFO f 09;...;NRR RX 50763;;
5546;F;Gundbo's Sara;NFO n 09;...;NRR RX 51616;35106;4238
5566;F;Abelone Felis af Norge DK;NFO n 09 23;28-07-1991;FD RX 7602;15779;15777
5575;M;Trio Triola;NFO n 09 23;04-04-1988;FD LO 50953;17580;24115
5580;F;Sanele;NFO ns 09 23;...;NRR RX 51214;;
5599;M;(N)Beier's Romeo;NFO w;...;NRR LO 61093;20563;20565
5618;M;Rustipus;NFO a 09 21;...;NRR RX 53082;102964;102965
5637;M;(N)Norodden Leo;NFO es 23;06-05-1988;FD RX 5862;15498;15495
5685;F;Pandora;NFO a 09 23;...;NRR RX 52683;;
5786;F;DK Artemis's Whitney;NFO ns 09 23;26-06-1988;FD LO 51445;30859;4787
5795;F;Stella Polaris af Orion DK;NFO w 62;08-07-1994;FD LO 77148;19586;42434
5796;F;Isis av Æsene;NFO a 23;11-11-1984;FD LO 39697;15509;84781
5822;F;DK Snorres Frigg;NFO n 09;13-07-1990;FD RX 6695;12101;15610
5823;M;Obelix Theede DK;NFO w;01-04-1998;FD LO 93621;57804;61635
5840;F;DK Alfheim's Hisild Galadriel;NFO ns;23-03-1993;FD RX 8693;6263;26986
5846;M;Oliver of Kittimura DK;NFO n 23;29-03-1993;FD LO 71168;15451;12120
5857;F;Carla Fracci av Hulder(N);NFO n 09;...;NRR RX 55320;48256;43870
5862;F;DK Vossevangen's Dora;NFO n 09 23;25-04-1989;FD LO 55192;15578;19179
5890;F;Freja 97-39;NFO g 09;19-04-1997;FD LO 90058;56026;56027
5892;F;DK Oba Ninetta;NFO n 09 23;16-04-1992;FD LO 66528;38309;40752
5905;M;DK Feles Ferox Emil;NFO a 09 23;12-07-1990;FD LO 60250;19168;5796
5917;M;DK Katland's Nicolai Ræhr;NFO e 09;05-06-1993;FD LO 72148;37644;26892
5938;M;DK Artemis's Oswald;NFO n 09 23;21-07-1994;FD LO 77357;6531;31908
6017;M;Dovregubbens Tarzan;NFO n;24-09-1990;FD RX 6910;6429;16389
6020;F;DK Hopeless Tribes Peppermint Sour;NFO n 09;04-08-1991;FD LO 64894;37644;50473
6026;F;Ratchasima's Sweet Charming Lady;NFO d 09 23;21-06-1992;FD RX 8260;12061;50241
6039;M;Mozart af Sandal DK;NFO n 23;06-01-1992;FD LO 66264;12492;32648
6055;F;Sanddrop's Susan;NFO f 09;...;NRR RX 50974;5539;7954
6057;F;Guldfakse's Ingunn;NFO ns 09 23;...;FD LO 42751;18802;15607
6058;F;Maren av Baune;NFO f 09;...;NRR RX 51131;1531;1529
6071;M;DK Vildmosen's Bamse;NFO ns 09 23;05-08-1990;FD LO 60664;20591;13743
6072;F;DK Vildmosen's Perle;NFO n 09 23;05-08-1990;FD LO 60665;20591;13743
6077;M;Safec 93-8;NFO n 09;23-09-1992;FD LO 69609;24637;24638
6105;M;Torvmyra's Chat Noir;NFO n;...;FD RX 3519;25690;5519
6109;F;Torvmyra's Gentiana;NFO ns 23;...;NRR RX 50745;;
6110;F;Grønsundet's Lady Josephine;NFO n 23;...;NRR RX 50784;;
6111;M;Colosseums Fergus;NFO ns 09 23;...;SVERAK RX 50453;12332;8199
6115;F;Pan's Tina Star;NFO f 09 23;...;NRR RX 50579;7182;2004
6116;M;Torvmyra's Baldrian;NFO n 09 23;...;NRR RX 52198;15505;3882
6120;M;DK Spicaway Napoleon;NFO a 09;25-11-1990;FD RX 7177;17488;12692
6189;F;DK Dixie Nova's Anndix;NFO n 23;01-10-1987;FD LO 49373;10530;2090
6240;M;DK Khan's Apollon;NFO n 09 23;16-08-1992;FD LO 69391;28869;45633
6263;M;Kvilles Frode Fredegod;NFO ns;17-04-1988;FD LO 50956;33559;6897
6343;M;DK Vossevangen's Harald Blåtand;NFO a 09 23;28-04-1990;FD LO 58843;20591;25000
6366;M;DK Bal's Tjalfe;NFO ns;15-09-1995;FD RX 10890;15732;52034
6425;F;DK Guillamore's Anne Leica;NFO f 09 23;25-11-1994;FD LO 78451;54982;64093
6429;M;Røde Peer;NFO d 09 23;24-07-1980;FD RX 2977;;
6432;F;DK Fruen's Pepsi;NFO n 09 23;15-08-1997;FD LO 91513;54170;58344
6454;F;Skovbryn Felis Jubatus;NFO a 09;11-06-1994;FD LO 76582;56996;58508
6464;F;DK Smedjen's Askepot;NFO n 09;12-09-1991;FD LO 65450;17198;30855
6495;M;Apollo de la Rose DK;NFO n 09 23;01-06-1991;FD LO 62790;27813;27318
6528;M;DK Oba Fidelio;NFO n 09 23;01-03-1991;FD LO 62158;10545;60540
6531;M;Harald Rein Felis Jubatus;NFO w;24-08-1991;FD RX 7553;30948;37645
6555;M;Dovregubbens Erik den Røde;NFO d 22;24-09-1990;FD RX 6912;6429;16389
6557;F;S*Kei-O-Nett's Francesca;NFO n;...;SRK RX 9408;22295;10385
6558;M;Jakobellas Pusur;NFO n 23;...;NRR RX 50927;3353;5272
6647;F;DK Leonides Esmaralda;NFO fs 09;25-04-1990;FD LO 58661;10798;29162
6658;M;Hugowolf Felis Jubatus;NFO d 09 23;12-01-1985;FD LO 39472;30859;15472
6664;M;DK Fjeldkatten's Nebraska;NFO e 09 22;15-12-1997;FD RX 12556;52074;32303
6685;M;Njord Tambour DK;NFO n 09;20-06-1991;FD LO 63767;9162;20279
6689;M;Christianias Cato;NFO n 09;...;SVERAK RX 57744;;
6690;M;Pan's Silver;NFO n 09;...;NRR RX 50027;1321;9529
6691;F;Nussi;NFO f 09 23;...;NRR RX 51212;;
6693;F;Ruska;NFO a;...;NRR RX 51962;;
6694;F;Lado Fine Line H.T.;NFO;...;NRR RX 51760;;
6695;F;Lado Iris F.T.;NFO a 23;...;NRR RX 52403;7440;6694
6696;F;S*Porfyrgårdens Abbalone;NFO ns 09;...;SVERAK RX 50518;9882;876
6703;M;DK Thunø's Amadeus;NFO n 09 23;21-12-1989;FD RX 6303;12061;6855
6745;M;DK Dansbjergs Hannibal II;NFO n 09;05-05-1992;FD LO 67127;28869;54438
6761;F;DK Shawnee's Ebony;NFO n;25-08-1990;FD RX 6947;13701;1228
6764;M;DK Vossevangen's Andrew-Orkan;NFO n 09 21;08-08-1992;FD LO 68611;17591;25000
6800;M;DK Skovløberen's Quark;NFO ns 09;04-12-1990;FD LO 61145;33286;49554
6809;M;Quark af Sandal DK;NFO n 09;23-02-1991;FD LO 62471;12492;32648
6821;M;DK Niebuhr's Mikkel;NFO d 09 23;15-05-1990;FD RX 6599;12061;14274
6826;F;DK Spicaway Rolle;NFO a 09;31-05-1990;FD LO 61376;11;7938
6844;F;Betty Felis af Norge DK;NFO n 09 23;11-05-1994;FD LO 76676;15779;35729
6852;F;Sekan Tara;NFO n 23;...;NRR RX 51947;66911;2056
6855;F;Ratchasima's Arlette;NFO n 22;30-04-1987;FD LO 47518;17580;16333
6876;M;DK Skovløberen's Loke;NFO ns;04-12-1990;FD LO 61144;33286;49554
6882;M;Dovregubbens Baldur;NFO n 09;24-09-1990;FD RX 6911;6429;16389
6891;F;Revenka;NFO f 09;01-10-1983;FD RX 4688;102964;102965
6897;F;Dovregubbens Nitja;NFO n;31-03-1983;FD LO 34236;14872;4518
6901;M;DK Skovtrolden's Basil Fawlty;NFO n 09 23;31-07-1990;FD RX 6800;9731;9903
6915;F;DK Spicaway Katja;NFO a 09;28-03-1989;FD RX 5876;17488;12692
6968;F;DK Spicaway Katinka;NFO n 09 23;28-03-1989;FD RX 5878;17488;12692
7013;F;DK Europa's Fie Adams;NFO a;26-11-1992;FD LO 70002;25514;33314
7018;F;Sodåsens Fie;NFO f 09 22;...;NRR RX 51736;37647;7875
7078;F;DK Uldtotten's Désirée;NFO f 09;30-03-1997;FD LO 89631;45858;55346
7099;M;DK Dansbjergs Ursus II;NFO ds 22;10-11-1996;FD LO 89153;48447;54723
7116;M;Guldfakse's Kuno;NFO d 09 23;...;FD RX 4600;18802;15597
7125;M;DK Napsigals Ecco;NFO a 09;05-05-1990;FD LO 60143;7501;6915
7134;F;Harvey's Echelde;NFO f 09;11-03-1991;FD LO 62521;13129;10309
7165;F;Solo av Baune;NFO f 22;...;NRR RX 50084;18405;18406
7182;M;Pan's Tonny;NFO n 22;...;NRR LO 60014;8931;11403
7192;F;DK Katland's Alexandria;NFO f 09;26-07-1990;FD LO 60129;14856;26892
7200;M;Pan's Tamar;NFO n 22;...;NRR RX 52951;40818;6852
7207;F;Claire;NFO w;...;NRR RX 51816;102964;102965
7215;M;Tjasse 91-97;NFO ns 09 23;07-07-1991;FD RX 7503;12061;12516
7223;F;DK Bella Vista's Amanda;NFO n 09;28-08-1991;FD LO 64642;6263;15729
7227;M;DK Nordvindens Sorte Sambo;NFO n;13-06-1991;FD LO 63704;37644;69305
7324;M;DK Åhusenes Luis;NFO ns 09;22-06-1991;FD LO 64617;26283;32558
7390;F;DK Alfheim's Hekla;NFO ns 23;23-03-1993;FD RX 8695;6263;26986
7426;F;Kråkåsen's Miffi;NFO f 09 23;07-03-1984;FD RX 4024;66911;15512
7433;F;DK Leonides Micha;NFO n 09;02-07-1993;FD LO 72437;6263;25786
7434;F;DK Family's Quality;NFO a 09;27-04-1992;FD RX 8106;21472;18307
7440;M;Lado Tristan;NFO ns;...;NRR RX 50962;;
