105491;F;Millwood Dalilah;BEN n 24;29-06-1988;TICA B2T 062988 002;69569;BEN n 24;;
105742;M;S*Maggie Cat Einstein;RAG a;...;KKN SL 577-98;56017;RAG a;;
105844;M;Mossrose Bullseye of Elestials;PER d 22;06-09-1994;CFA 0140-957753 V1096;84049;PER n;;
105846;M;Quin-Jo's Brandy Alexander;PER e;10-07-1992;CFA 0114-793854 V0394;51033;PER d;;
105861;F;Sunnybeach Silver Venus;PER ns 11;...;CFA 0133-869439 V0993;7622;PER ns 11;;
106424;M;Topcattery Gipsy King;PER n 22;23-04-1995;CFA 0144-1027759 V0497;128235;PER n 22;;
106646;M;Marhei Kit And Kabuki of Barbeedoll;PER a 03;31-03-1992;CFA 1106-774676 V0394;69823;PER e 03;;
106647;F;Myshara Sharon of Marhei;PER n 03;06-06-1992;CFA 1109-873390 V0394;44069;PER n 03;;
106706;F;Torv Hede's Quitinka;NFO g 09 23;...;FE.L87.NF.006.1;17581;NFO n 09 23;;
106989;M;Woody von der Linderhöhe;SOM n;...;BEC 2102327;48862;SOM n;;
107048;F;Whistful Venus Obsequens, DM;ABY o;09-06-1992;CFA 0383-785353;20013;ABY n;;
107395;F;Gabih's Emely von Rasputin;ABY a;...;GdK 893095-2;64482;ABY a;;
107396;M;Wildfire v. Harmonie;ABY o;...;1.DEKZV 200973;67104;ABY a;;
107442;F;Coonsboro's Ladyhawk of Mewsicoons;MCO n 09 22;21-11-1993;CFA 1793-904719 V0895;64250;MCO n 23;;
107452;F;Cooncreole Anastasia of Mysticoon;MCO f 09 22;30-08-1992;CFA 1793-819608 V0594;52274;MCO n 09 22;;
107453;M;Charmalot Moonshine of Coonorama;MCO n 09 22;21-03-1992;CFA 1792-777285 V1093;47497;MCO n 09 22;;
107556;M;Oakland of Prairiebaby;MCO d 09 22;...;ACA 80714-1;107554;MCO a 09;;
107565;F;Four Paws Sunshine;MCO n 23;...;ACA 79371-2;107564;MCO n 23;;
107589;M;Brigantina's Cream Velvet;PER e 33;...;CFA 3296-1023779;89835;PER d 33;;
107591;M;Naplemente King Charles;PER d 33;...;MMOE LO 60294;68417;PER a 33;;
107675;M;Benny of Cromwell;MCO d 23;...;BKK 3785-92 Bd.A;67635;MCO d 22;;
107761;M;Hawk MicMac Ghostbuster von Blue Moon;MCO ns 23;...;WACC RVDE 01023022;107760;MCO ns 22;;
107838;M;Le Petit Guizmo de la Foret Eternelle;SPH n 09 21;...;SCFF RIEX 0782;69574;SPH d 09 21 32;;
107843;F;Nefertiti Lady Khety;SPH n 09 21;...;SCFF 16841;107840;SPH a 09 21;;
107898;M;Kaptain K. Sea von Roggenberg;MCO as 09 22;23-02-1997;BKK 8670/97 Bd.A;99375;MCO n 22;;
108039;F;Thunderpaw's Sindy;MCO d 09 23;...;ACA 78991-2;108038;MCO w 64;;
108052;F;Devil's Blue Velvet of Lakota Moon;MCO as 22;...;KVL 99-122-0558-9;108051;MCO ns 22;;
108463;F;B'Elana of Blue Forest;MCO f 09 23;...;DLK 1-01337997;96552;MCO n 09 22;;
108706;F;Eremurus Violet Show;BUR h;...;OPKK 245/96/BUR;108867;BUR d;;
108708;F;Virgini Prima Nadin*UA;BUR f;...;UFA LO 1156;108867;BUR d;;
108888;F;Khun Julaporn's Pee-mai;KOR;...;CHIANGMAI 51;108886;KOR;102965;...
109169;M;De-Rohan's Bleu-Maurice;SBI a;...;WCF DE 40886;109168;SBI a;;
109171;M;Hermès de Marie'Sources;SBI c;...;FFH LO 54960;107789;SBI b;;
109411;M;FIN*Farukin Baltic Dazzling;CRX w 62;28-04-1998;SRK LO 20529;87981;CRX w 61;;
109601;F;Druimbeg Snowgirl;BEN n 24 33;...;GCCF NBEXP 940;109593;BEN n 22;;
110383;F;Georgia's Electra;MCO fs;...;1.DEKZV 219155;56156;MCO ds 22;;
110467;M;Surrey Hill Heirborne of Chrishanna;PER n 03;19-03-1995;CFA 1108-1006959 V0796;65327;PER a 01 62;;
110638;F;Långsjöns Kissa;ABY o;...;(SE)SVERAK LO 35146;110641;ABY o;;
110640;M;Ultimate af Fredenslund;ABY n;...;FD LO 27159;5094;ABY n;;
111065;F;Yesterday of Tenderness;MCO n 23;...;KVL 95-175-1035-3;75024;MCO n 23;;
111696;M;Saybrinna Tomorrows Cream;SBI e;...;GCCF CSEXP 156214;77542;SBI a;;
111705;F;Heirloom Canndianne of Cooncreole;MCO n 22;30-04-1994;TICA SBT 043094 008;52274;MCO n 09 22;;
112158;F;Marhei Fruitcake, DM;PER f;28-07-1990;CFA 0147-656824 V1191;8448;PER n;;
112403;F;Shai-San War's Sabina Frost;BUR c;...;(SE)SVERAK LO 43889;32983;BUR n;;
112594;M;Pinoccio von Elfenfohren;BSH a;...;DRU 104176;93450;BSH c;;
112601;F;Dana von Pilatus;BSH a;...;DRU 00R190;112594;BSH a;;
112655;M;Rosettea Crystal Prism of Braveheart;BEN n 24;15-09-1997;TICA SBT 091597 002;112649;BEN n 24;;
112686;F;Nakied van Diaspora;BSH a;...;FE.R89.BK.063.3;4647;BSH a;;
113003;M;S*Brittannica's Mr. Merlin;BSH n;...;(SE)SVERAK LO 107535;66664;BSH d;;
113530;F;Maclae Diamond Lee;SIA n 21;...;CCCA QFED 14575/32I/89;113511;SIA n 21;;
113531;F;Korindah Kinieger of Felitan;OSH n 24;10-02-1994;CFA 2329S-931961 V0795;113509;OSH ns 24;;
113563;F;Real Coon Samsara;MCO n 09 22;...;ANFI LO 40771;99552;MCO ns 23;;
114001;F;Ginger v. Treudelberg;BSH a;...;WACC RVDE 01022090;44362;BSH c;;
114529;M;Nedim von Eski-Van;TUV d 63;...;1.DEKZV RX 198251;114787;TUV d 62;102965;...
114532;F;Semiramis von Eski-Van;TUV d 63;...;Kat ID: 266726;114528;TUV d 62;;
114857;F;Newskij's Elisa Endokaja Girl;SIB ns 09 22;...;KOSCHKA 99-SIB-1506-2;86882;SIB ns 09 22;;
115090;F;Princess of Koi Pond;MCO fs;...;DLKEV 2-0208559-98;111756;MCO n 22;;
115199;F;Van Dyke Lakeshore Missy;ABY n;28-04-1989;CFA 0381-643438 V1090;159183;ABY n;;
115461;M;Mountain Maine's Sidney;MCO n 09;...;Felina 09064216;86452;MCO n 09 22;;
115917;M;Lightingfields Born to be Wild;MCO n 22;...;KVB 4420-9-97;83053;MCO a 22;;
115918;F;Lightingfields Bluebelle;MCO a 23;...;KVB 4576-3-98;83053;MCO a 22;;
116008;M;A*Castine's X-Large;MCO a 22;...;ÖVEK LO 9810145;116007;MCO n 22;;
116592;M;Chichona's Red Button;PER d 22;...;FAC 001087-01-95;116591;PER d 22;;
116677;M;Twinkel van de Beverkrul;BSH ns 22;...;SNVK A96-12-129K;88548;BSH ns 24 64;;
116923;F;Gladys Lapron;EXO a;...;AR EXO/93-128;89385;EXO a;;
116927;F;Charena;EXO f;...;AR CCA LO EXO/97-171;102740;EXO a 22;;
116961;M;A*Castine's Hokessin;MCO n 09 22;...;1.DEKZV 210719;25022;MCO n 23;;
117134;F;Luna van de Woeste Hoogte;BSH a;...;FE.L91.BK.058.1;58381;BSH w 62;;
117175;M;Stormwatch's Red Skye at Morning;MCO ds 09 22;27-10-1996;CFA 9766-110500;32948;MCO a 22;;
117228;F;Coonyham Sonoma;MCO n 22;03-06-1995;TICA SBT 060395 002;52283;MCO n 22;;
117229;F;Fountain Farm's Yuletide;MCO n 22;...;DLK 1-013768-99;96552;MCO n 09 22;;
117503;M;Kaleva Reino;MCO ns 22;...;CFA 0042-1356780;117502;MCO ds 22;;
117853;F;Jaba Daba Dou's Lollipop;MCO d 22;...;1.DEKZV 268405;109130;MCO d 23;;
118185;M;Islandcats Smokin Ice;MCO ns;30-06-1995;TICA SBT 063095 015;36415;MCO w 62;;
118586;F;Vinsbobäckens Dorothy;SBI n 21;...;(SE)SMK LO 5236-98;48333;SBI b;;
118712;F;Acrith Honeysuckle Rose of CoonMtn;MCO ds 09 11;01-01-2000;CFA 9767-1315142;80816;MCO ds 22;;
119334;F;Sweet Soft && Lazy's Rama;MCO ds 22;...;KVL 98-213-0527-7;89222;MCO es 22;;
119369;M;Wilma's Yoda;BSH c 33;...;WACC RVDE 01021218;81908;BSH c;;
119370;F;Mrs. Lucia von Ambach;BSH a 33;...;GdK 1172497-0;119368;BSH x ny 11 33;;
119371;M;Silver-Big-Panther von Ambach;BSH x ns 11 33;...;GdK 1243297-2;119368;BSH x ny 11 33;;
119412;M;Rosecitycoon's Senna Bellamis;MCO n 22;...;VKS 8723-96HL;36631;MCO ns;;
119425;F;Sarina Shantung Shine;MCO f 22;...;FE.L97.MCO.047.4;119424;MCO d 22;;
119581;M;Gustave-Klimt v. Rigi's;BSH a;...;1.DEKZV 192898;119576;BSH a;;
119879;F;S*Cosmonova's Olivia;SBI b;23-06-1998;SVERAK LO 152098;111828;SBI n;;
120138;F;Junon Du Domaine De La Malpensata;MCO n 23;...;CFB 94/08;123994;MCO ns 23;;
120141;F;S*KungsLjusets Pretty Women;SBI g;05-06-1996;(SE)SVERAK LO 139836;69136;SBI b;;
120287;M;Saska-Khan's Yankee Doodle Dundee;MCO es 09 11;...;CFA 1792-967745;120286;MCO as 22;;
120472;F;S*Fredrikakattens Albertina;SBI n;07-04-1992;SVERAK LO 108096;64912;SBI n;;
120627;F;Mainz Coon's Cherokee of Masaitana;MCO d 22;...;CFA 1741-1246913;128852;MCO ds 22;;
120958;F;Grand Oray Nicolj;SPH f;...;ANON SPH/99-1168;120891;SPH n 09 21;;
121190;F;Lillycoon's Zaman;MCO fs 09 23;...;ANFI LO 56091;2109;MCO a 23;;
121440;M;Grand Oray Liber;SPH a 09;...;ANON SPH/99-228;120891;SPH n 09 21;;
122041;F;Sheba de Chantalle;PER ns 11;...;DVDK LOB 13947;17245;PER ns 12;;
122248;F;Grand Oray Penelope - Yoda;SPH w 64;...;(RU)ANON SPH/00-2004;119922;SPH d 03;;
122361;M;TheCatHut Sampson of Niwot;MCO ns 22;14-06-1998;CFA 1736-1244695 V1099;89531;MCO ns 22;;
122403;F;Early-Day of Silvermoon;MCO ns 09;...;1.DEKZV 175660;121881;MCO n 09 21;;
122642;M;Enno v. Eppenhof;BSH c;...;DRU 101408;112585;BSH a;;
122648;F;Arabella v. Lahrtal;BSH c;...;SHKRP LO 5591;122642;BSH c;;
123151;F;Bonnie Blue vom Landwehrjohann;BSH c;...;DRU 10489517;92215;BSH b;;
123159;F;Julien v. Kiesel-Hauf;BSH e;...;1.DEKZV 180326;24394;BSH e;;
123162;F;Magan vom Wernerwald*D;BSH g;...;1.DEKZV 236082;24394;BSH e;;
123199;F;Lulu;SIB f 09 23;...;(Missing reg.)SIB/93-01;123195;SIB d 09 23;;
123206;F;Tamina;SIB f 09;19-01-1995;(RU)EPK 221-95-CB;123204;SIB d 23;;
123257;F;Petrol van Berkendonck;CRX a;...;FE.L88.RC.007.3;23203;CRX w;;
123320;F;Byrko von Jotunheimen;NFO n 09 23;...;1.DEKZV 088643;6111;NFO ns 09 23;;
123771;F;Filai;TUV d 62;...;Cat-Club Nied. 20970184;123691;TUV d 62;;
123921;F;Marhei Spiked Punch of Red Sky;PER f 03;...;CFA 0149-883174 V0695;69823;PER e 03;;
123924;M;Ronlyn Nikki;PER e;...;CFA 0114-790798 V0895;22658;PER n;;
124111;F;Black-Donna vom Wernerwald*D;BSH n;...;KKÖ 3847 LO;60103;BSH b;;
124139;F;Ol' Shag Mega Chattahoochee;MCO f;...;WCF DE 50756;103593;MCO as 22;;
124167;F;Cheratons Damsel Sunbath;TUV d 62;...;GCCF CSSR 261184;6546;TUV d 62;;
124169;M;Ailsadell Jarvis;TUV d 62;...;GCCF CSSR 365733;109248;TUV n 62;;
124170;F;Ailsadell Leilarna;TUV f 62;...;GCCF CSREF 431197;109248;TUV n 62;;
124328;M;Goblin's Just In Time;BSH a 03;...;1.DEKZV 176449;17225;BSH c;;
124339;F;Red Flame Rachel of Moonlight Cats;MCO fs 09;...;Felina 09058030;86451;MCO ds 09 22;;
124923;M;Super-Star's Uncle Sam;MCO n 09 22;...;1.DEKZV LO 290308;86814;MCO n 09 22;;
125166;F;Donnahugh Arundel of Broadsway;MCO n;14-06-1991;TICA SBT 061491 007;72596;MCO n 23;;
125167;F;Kittyup The Abbess of Cloistercoon;MCO ds 22;07-05-1996;CFA 1767-1071550;82419;MCO ds 23;;
125609;M;Jovan Ghost of Cobby-Corp;PER w 62;...;CFA 0102-769277 V0793;46261;PER n;;
125618;F;Colesco's Curtain Call of Wattkatz;PER d 03;15-01-1994;CFA 1111-922222 V1295;100824;PER d 03;;
125691;F;Moja Sharlotta;SIB g 09;...;VARIETA 21/1998;113118;SIB n 09 23;;
125860;M;Bombercat's Falcon of Zehnder;ABY p;...;CFA 0386-1030341;96310;ABY p;;
126205;F;SaraJen Mimosa;MCO n 22;12-12-1994;CFA 1745-975219 V0596;80819;MCO n;;
126207;F;Meowy-Kazowy's China Blue;MCO as 09 22;06-10-1994;CFA 1793-963839 V0296;88950;MCO ds 09 23;;
126361;M;Mewsos King Creole;BSH c;...;GCCF CSSR 418144;110953;BSH c;;
126804;M;Sunny Boy;PER e;...;ANFI LO 41566;62691;PER n;;
126815;F;Eurydyka AB-CAT*PL;NFO n 09 23;...;SHKRP LO 9563;46614;NFO n 09 23;;
126868;F;Antippa Ticalaquendi;ABY ns;...;BEC 2104105;7739;ABY ns;;
126900;F;Pampushka Twilight Opal;MCO g 09 23;...;GCCF CS 312597;126895;MCO as 09 22;;
127477;F;Mardenka Moonliteserenade;BSH c 33;...;DRU 00R167;101529;BSH c 33;;
127478;M;Kaisoon of Pasha's Palace;BSH b;...;DRU 106781;113152;BSH b;;
127480;F;Zschou-Zschou v. Eppenhof;BSH h;...;DRU 104771;92215;BSH b;;
127900;M;Kiakioesjoe's Especiale;SIA b;...;SNVK 96-12-074K;61186;SIA d;;
128041;F;A*Castine's Navasota;MCO f 22;...;TICA SBT 012796 014;28555;MCO a 22;;
128206;F;Pegavi Graceful Gaea;BUR e;...;GCCF CS 335458;108355;BUR e;;
128411;M;Black Cloud's Cherokee;MCO ns 09 22;...;SDRV 05014280;128410;MCO ns 22;;
128834;M;Heaven Sent Sam v.d. Klingelweise;PER b;...;WACC RVDE 01020050;158084;PER b;;
128862;M;Osiris of Bathurst;MCO a 22;...;1.DEKZV 211216;144072;MCO n 09 21;;
129260;M;Woodstock von Elfenfohren;BSH c;...;DRU 105397;93450;BSH c;;
129275;F;Bavarians Blue Monique;BSH c;...;1.DEKZV LO 232177;93450;BSH c;;
129902;M;Frou-Frou van de Boarre State;BSH c;...;CATS 3536/97-43/003-m;96534;BSH c;;
129904;F;Dancing-Dream van de Nekker;BSH g 03;...;DVDK LOB 14.834;69545;BSH e;;
130120;M;Dollhouse Moses of Desertdolls;RAG n 04;21-06-2000;TICA SBT 062100 021;119733;RAG n 03;;
130124;F;Ragmar's Brianna;RAG a 04;22-01-1993;TICA SBT 012293 034;75004;RAG c 03;;
130312;F;Starbushway's Orchidee;MCO n 09 23;...;WACC RVDE 01053567;130311;MCO n 09 23;;
130332;F;Diadem Centerfold;PER ns 11;...;SVERAK LO 109528;13897;PER ns 11;;
130333;F;Fairisles Lorelei;PER ns 11;...;CFA 0133-873930;43955;PER ny 12;;
131488;M;Martin Chingi-Tura;SIB d 23;...;19/99 SIB-ex "Eylur" SPb;131487;SIB e 03;;
131489;F;Ksenia Chingi-Tura;SIB d 09 23;...;WCF ELR II-005/200601/SIB;131488;SIB d 23;;
131695;M;Velva's Diamond Dust;RUS;06-04-1985;CFA 0500-276618 V0386;14974;RUS;;
131696;F;Miribu's Am I Blue of Friday;RUS;26-04-1986;CFA 0501-343323 V0887;1512;RUS;;
131701;F;Kyina Diamond Mine;RUS;01-06-1999;CFA 0501-1264644 V0701;131699;RUS;;
131866;F;Bijou vom Treppchen;MCO ds 23;...;SRV 004535-1;108033;MCO es 23;;
131891;F;Esther v. Hirschbach;RUS;...;1.DEKZV 262743;73376;RUS;;
132769;M;Gibus de la Malepeyre;SBI d;...;LOPF 10676 TEX;132768;SBI d;;
133104;F;Goriakis Mabrouka;SPH n 02;...;BKKV 023-0199;107840;SPH a 09 21;;
133169;F;Spellbound Beamers;EXO n 03 23;...;CFA 7793-1144153;90050;EXO n 23;;
133171;M;Willafred's Quark;PER n 22;...;CFA 0144-1136751;66393;PER n 22;;
134389;F;Acadia v. Langstteich;MCO ns 09 22;...;1.DEKZV 214039;22377;MCO ns 09 23;;
134685;F;FIN*Bluestream's Omaira;SOM o;06-11-1998;SRK RX 20893;83504;SOM o;;
134950;F;Four Paws Silver Maze of Thunderpaw;MCO ns 23;...;ACA 80717-2;144394;MCO ns 09;;
135309;M;Zulu of Koi Pond;MCO as 22;...;DLKEV 1-014461-2;127668;MCO es 09;;
135638;F;Farry-Tail iz Losinogo Ostrova;SIB ny 22;...;SOV 1987/02/Sib;118511;SIB ns 22;;
136047;M;Debonair Mr. Magoo;PER n;...;WCF DE 33344;158906;PER e 03;;
136074;M;Joykatz Zanzibar of Stonehenge;BEN n 24;02-04-1999;TICA SBT 040299 035;87943;BEN n 24;;
136075;F;Abundadots Athena of Stonehenge;BEN n 24;11-02-1999;TICA SBT 021199 033;129710;BEN n 24;;
136670;F;Tekanewa's Charity;MCO fs 22;...;TICA CU MC110999 001;110402;MCO ds 22;;
136758;F;Tetonpeaks Tiger Tail of Sunbright;BEN n 22;20-11-1993;TICA SBT 112093 004;87937;BEN n 22 33;;
136802;M;Okonor Enyvestalp;SIA a 21;...;MMOE LO 67100;34529;SIA c 21;;
136810;M;Springfield's Don Juan;MCO n 22;...;FE.L95.MC.053.1;114490;MCO ns 22;;
136895;F;FIN*Mi-Amor Dona Jo'Anna;ABY n;08-09-1994;SRK LO 17177;77493;ABY o;;
137016;M;Asturia's Winnie Pooh;TUV e 62;...;WCF DE 50680;137011;TUV d 62;;
137061;F;Like A Tiger Lidérc;OSH n;...;MOE 13641;134640;OSH a;;
137062;M;Okonor Charmelot;SIA b;...;MMOE LO 78280;163507;SIA w 67;;
137101;F;Langstteich's Kissymae;MCO n 22;04-11-1999;RCC 00034 Bd. III;105031;MCO n 09 22;;
138338;F;Capodicapi Valentine of Staatz;PER g 03;04-11-1989;CFA 0119-597474 V0891;6594;PER a 03;;
138401;M;Tehy Avanti of Old Castle;PER n 03;12-07-1995;CFA 1108-1040250 V0896;80161;PER d 03;;
138402;F;PaJean's Pickles of Wattkatz;PER g 03;16-07-1994;CFA 0119-952640 V1095;97924;PER e 03;;
140120;F;Selection Celestial's Joyce;PER f;24-05-1995;CFA 0055-1135562 V0897;67016;PER w 62;;
140594;F;Bruvankedi Alanya;TUV f 62;...;GCCF CSREF 448478KE;108781;TUV d 62;;
141247;F;Morningsun Taracaia;MCO n 22;...;(DE)TCC MC 161201 03;109465;MCO a 22;;
142871;M;Monty Phyton v. Trambamboli;SBI c;...;1.DEKZV 241182;142867;SBI b;;
142928;M;Silmarilions Finrod;RAG a 04;...;BEC 80798012;117358;RAG a 03;;
143905;F;Langstteich's Ca'Grafitti Girl;MCO f 09;...;RCC 993996 Bd.;86452;MCO n 09 22;;
144456;M;Lel Veschiy Son;SIB d 22;...;MCCS-003/SIB/99;144455;SIB d 22;;
144486;M;Ryny De L'Iris Doree*F;...;...;WCF LOISCC 69057;144503;...;144504;...
144497;M;Blue Eye's Uncle Sam;SBI a;...;1.DEKZV RX 225385;90015;SBI a 21;144493;...
144500;M;Amor Blue Starlets;SBI b 21;...;1.DEKZV LO 287116;144491;SBI c 21;144492;...
144506;F;Queenie van de Edelhof*NL;SBI b;...;WCF LOI SCC 56195;143659;SBI a;144505;...
144533;F;Scarlett of Atreides;MCO f 22;...;CU-MC110999 006;144532;MCO ns 22;;
145032;M;King of Lion's D-Kamaikel;MCO d 09 22;...;DRKV 1819;115874;MCO n 09 22;;
146241;F;Alexandra;SBI n;...;SVERAK LO 59576;1374;SBI b;;
146527;M;Blackmoon's Cheers Sylvester;MCO n 22;...;KVL 96-079-1166-5;104986;MCO n 23;;
146674;F;Samoa Gems Y2Kay of Russicurl;ACL f 33;...;WCF AB-004/ACR/2000;146672;ACL n;102965;...
146715;M;Curls Fantasy's Nemo;ACL ns 11;...;BCF ACS.0612-058;146714;ACL a 22;102965;...
147786;M;Kaiwara Alaka`I;RAG d 03;...;NZCF LH 8984 A;117553;RAG n 04;;
148104;M;King of Lion's A-White Panther;MCO w;...;LIR 7000;107885;MCO w 62;;
148118;M;Slegde Hammer Be an Angel of Crazy Magic;MCO n 23;...;KOSCHKA 99-MC-2104-4;142833;MCO n 23;;
148966;F;Belmini's Julia Roberts;NFO a 09 22;...;DE 51912;148964;NFO ns 09 23;;
149451;M;Bootus Adagio;SIB n 24;...;KC 067/2006/SIB;125934;SIB n 22;;
150385;M;AmericanBeautys Mephisto of Baydar;MCO d 22;...;TCC ZBT MC 31030406;136178;MCO d 22;;
151939;F;Carfa Shon Aquilla;TUA f;...;NCT 2005-2444;151938;TUA w 63;;
152007;M;Starbushway's Flamenco;MCO ds 22;...;WACC RVDE 01052236;130310;MCO ns 09 23;;
152285;M;Nalle Bjorn de LaFayette;MCO n 22;...;(SE)SVERAK LO 166993;143711;MCO n 22;;
154704;F;Margaret Silver Grey;SIB ns 23;...;EPK No20/1994 VRT SPb;154703;SIB ns 09;;
154706;F;Moya Sharlotta;SIB g 09;...;EPK No21/1998 VRT SPb;154705;SIB n 09 23;;
156110;M;Herkules von Sultanhani*CH;TUA d 23;...;(CH)FFH LO 55315;156109;TUA e 23;;
156383;F;of Moonlight Cat's Noringee;MCO n 22;...;Felina e.V. 09073879;156382;MCO n;;
157632;M;Benedikt vom Rehberg;PER a 03;...;ACE 86 062;162863;PER w 62;;
158200;F;Blue Hurricane's Fiona;BSH a;...;Felina 09069698;114927;BSH w 62;;
158201;M;Starlight's Hannibal;BSH a;...;DRU 220402 bd.21;81910;BSH a;;
159769;F;Wei Haj We Kia Marie;CRX n 01 33;...;CFA 0971 1454551;159768;CRX w 63;;
159922;M;Magikaby Hellrazer of Nightmist;ABY n;23-03-2000;CFA 0360-1459479 V0204;121990;ABY n;159921;...
160186;M;Dermond de Maison de Fan de Rex;CRX a 23;...;AR CRX/93-33;45389;CRX e 23;;
160259;F;Purrsimo Angelina;BSH b 33;...;GCCF CSSR 337003;95748;BSH b 33;;
160306;F;FIN*Kattilan Silver Quick;OSH ns 25;...;SRK RX 23360;91004;OSH n 25;;
160344;F;Purrisimo Angelina;BSH b 33;...;Kat ID: 312995;95748;BSH b 33;;
160416;F;Gemelina Feona;PEB b;...;(RUS)KTF 00066/01-PBD;160410;PEB b;;
160710;F;Nikkita v. Zigeunerboden;BSH a;...;A-ÖVEK-LO-9910955;140371;BSH c;;
160727;M;Iroquis of the Magic Circle;BSH c;...;BKK 10400/98 Bd.C;160147;BSH c;;
160728;F;Penelope von der Stolzenburg;BSH a;...;DEKZV LO 278557;116672;BSH a;;
160731;F;Walnut of the Magic Circle;BSH c;...;(D)BKK 10804/2000 Bd.C;129274;BSH c 03;;
160740;F;Purringwood's Storm Warning;PER f;...;CFA 3047-507887;66382;PER n;;
160741;F;Sandilair's Sheer Bliss of Caress;PER g 33;...;CFA 3289-486050;50136;PER n 33;;
160742;M;Sandilair's Sealed With a Kiss;PER n 33;...;CFA 3272-561178;50136;PER n 33;;
160743;F;Adamsin Alterglans of Boleyn;PER d 33;...;CFA 3279-1049780;28789;PER d 33;;
160745;F;Prancenpaws Dolli of Franklina;PER g;...;CFA 3051-922711;32333;PER a 33;;
160805;M;Ali' Baba' Bandolero;PER n 33;...;LOI 62372;32761;PER d 33;;
160873;F;Debonair Paloma Picasso;PER f 03;...;WCF DE 30183;158906;PER e 03;;
161050;F;ID/ Spirit Color Rainbow Lady;SIB e 09;...;APO 42904 043;161043;SIB ns 09 21;;
162866;M;Caesar v. Armarganth;PER b;...;SDRV 05001499;73302;PER b 33;;
163115;F;Kimlai Siilversilk;BUR c;...;(AUS)V 16995;110098;BUR n;;
163116;M;Saliken Kiakaha;BUR n;...;(AUS)V 17756;110098;BUR n;;
163303;F;Lana Paradiz of Tidgi;CRX f 03;...;(RU)ARCCA RX 16036;160182;CRX n 03;;
164164;M;Damian v. Waltprugele;BSH c;...;GdK 15961-2;164161;BSH a;;
164732;F;Brettachtal's Chichinou;PER ns 11;25-10-1998;CFA 0133-1433019;105483;PER ns 12;;
164745;F;Snowbright Snowcharmer;BEN n 24 33;...;GCCF CSEXP 501623;164743;BEN n 22 33;;
165051;F;Larix's Belief in VIP;PER e 23;01-01-2001;CFA 3055M-1345364 V1202;165052;PER e 21 33;165047;...
165056;F;Naplemente Santuzza;PER g 33;08-07-1996;CFA 3277-1252249 V0701;68417;PER a 33;;
165235;F;Voila Touch of Joy van Anubis;SPH n 09 21 33;...;SNVK 98-10-053K;165252;SPH n 21;;
165522;F;Brettachtal's Serenade;PER ns 12;16-06-2001;CFA 0131-1461382 V1003;133204;PER ns 12;;
167143;F;La Chatte Aourire Anna;BSH ns 22 62;...;NCT 967253;116675;BSH ns 22 64;;
168002;M;Nile Babies Feliz Dodge;MAU ns;20-10-2003;CFA 0846-1498228 V1204;167997;MAU ns;;
168064;F;Helina von der Fuchskaute;ABY n;19-05-2009;FD LO 157697;168058;ABY n;;
168139;F;Missionhill Celestial Triumph;PER ns 11;25-04-2000;CFA 3033-1299602 V0801;66924;PER ns 11;;
168369;F;Rocky vom Wolkenstein;EXO a;...;WACC RVDE 01037994;168368;EXO a 03;;
168371;M;Debonair Bentley;PER n 02 62;...;DE 35047;168363;PER d 02 21 62;;
168476;M;DK MissCat Moulin Rouge;SOM os;30-09-2009;FD LO 157888;164203;SOM ns;;
168477;F;DK MissCat Miss Ivy;SOM ns;30-09-2009;FD LO 157889;164203;SOM ns;;
168478;F;Cascina-Felice Von Rigi's;BSH a 33;...;(DE)DEKZV 201647;168480;BSH b 33;;
168479;F;Bharathi's Salima;BSH b 33;...;(DE)DEKZV RX 259718;95755;BSH b 33;;
168727;M;Amadeo of Elfin Delight;DRX e 09;...;BKKV 040.0602;168726;DRX w;;
168905;M;Lavrentiy Vasilievich Alexander-Fred;KBL ns;...;(RUS)AB-034/KBT/2001;159548;KBL ns 22;;
169512;M;LV*Elegant Style Flibustier;SIA c 21;...;LV.CFCA.LO.0167;169511;SIA e 21;;
171728;F;Dolly Pepper of Captain Jenk's;MCO f;...;KVL-02-000749/2004-w;171727;MCO d 22;;
172584;F;Astra;EXO f;...;(LV)CFCA RX 129;78586;EXO n 22;;
172987;F;Differences Cicciolina;ABY n;...;LOOF 2007.4271;174068;ABY n;;
173381;M;Rolly;PER f 33;10-05-2002;CFA 0056-1483106 V0509;173380;PER n 33;;
174479;F;Lilly of the Guilty Clan;MCO ns 22;...;NKV MCO.0404.8231;153238;MCO ns 22;;
174612;F;D*Petsy aus der Homburgstadt;BSH a;...;GdK-01-001494/1.04-w;174609;BSH c;;
175284;M;Purrboxes Ghost Story;PER w 61;13-11-2003;CFA 3000-1587433 V1006;166504;PER d 21 33;;
175324;M;Maine Coon Dynasty's Touch Down;MCO n 23;...;KFG 01-3546/02-m;144598;MCO n 22;;
175328;M;Maine Coon Dynasty's Golden Shadow;MCO n 22;...;KFG 01-3648/02-m;144598;MCO n 22;;
175390;M;Fabuls Chippendale Dancer;PER n 03;31-10-2000;Kat ID: 328065;135168;PER d 03;;
175624;M;Narcissus Panna*PL;SIB a 09;...;(PL)SHKRP RX 1946;175623;SIB e;;
177802;F;El Shahib's Santana (II);PER ns 23 62;21-08-2001;CFA 0057-1538848 V0905;177803;PER ns 03 23;;
177803;M;El Sahib's Minos;PER ns 03 23;09-11-2003;CFA 3132-1538848;80163;PER d 03;;
